게시대명,게시대위치명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,현수막규격,게시면수,부착금액,용도구분명,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
성남터미널,성남면 신사대화로 성남치안센터앞,충청남도,천안시,,충청남도 천안시 동남구 성남면 신사리 328-1,36.74205507,127.2370164,,6,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
수신삼거리,수신면 수신로 속샘말삼거리,충청남도,천안시,,충청남도 천안시 동남구 수신면 속창리 54-10,36.7290504,127.2798069,,6,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
남부대로,남부대로변 신방초원아파트 방음벽,충청남도,천안시,,충청남도 천안시 동남구 신방동 111-1,36.78610794,127.1282995,,12,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
홈플러스입구(동)1,충무로변 삼일원앙아파트 방음벽,충청남도,천안시,,충청남도 천안시 동남구 신방동 787-4,36.78969253,127.1195541,,12,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방한라동백@ 1,서부대로변 새말사거리쪽 한라동백아파트옹벽,충청남도,천안시,,충청남도 천안시 동남구 신방동 914,36.78694885,127.128746,,12,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방한라동백@ 2,서부대로변 초원아파트맞은편 한라동백아파트옹벽,충청남도,천안시,,충청남도 천안시 동남구 신방동 914,36.78694885,127.128746,,12,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방한라동백@ 3,서부대로변 한라동백아파트입구 교차로,충청남도,천안시,,충청남도 천안시 동남구 신방동 914,36.78694885,127.128746,,12,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방체육관1,남부대로변 한라아파트 방음벽,충청남도,천안시,,충청남도 천안시 동남구 신방동 115,36.78538854,127.1291243,,12,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방체육관3,남부대로변 한라아파트 방음벽,충청남도,천안시,,충청남도 천안시 동남구 신방동 115,36.78538854,127.1291243,,5,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방두레현대@,서부대로변 두레현대아파트 정문옆 옹벽,충청남도,천안시,,충청남도 천안시 동남구 신방동 897,36.79151567,127.1303526,,10,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
새샘초등학교,신방통정로변 새샘초등학교입구 삼거리,충청남도,천안시,,충청남도 천안시 동남구 신방동 492-28,36.77055605,127.1286506,,10,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
새샘중학교,통정5로변 새샘중학교앞 하천변,충청남도,천안시,,충청남도 천안시 동남구 신방동 845-42,36.7774271,127.1372198,,12,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방초원@,신촌4로변 초원아파트입구 교차로 옹벽,충청남도,천안시,,충청남도 천안시 서북구 쌍용동 2046-2,36.79034611,127.1208767,,5,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방통정지구,서부대로변 신흥삼거리,충청남도,천안시,,충청남도 천안시 동남구 신방동 1991,36.76857052,127.1318191,,10,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
통정로타리,통정11로 중앙공원앞,충청남도,천안시,,충청남도 천안시 동남구 신방동 2146,36.77188155,127.1311692,,5,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방향촌현대@,서부대로변 향촌현대 테니스장옹벽,충청남도,천안시,,충청남도 천안시 동남구 신방동 907,36.78957503,127.1289095,,5,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신촌초등학교,천안신촌초등학교 앞,충청남도,천안시,,충청남도 천안시 동남구 신방동 768-4,36.7863936,127.1230983,,12,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
신방도서관,천안신방도서관 앞,충청남도,천안시,,충청남도 천안시 동남구 신방동 2071,36.77538935,127.130933,,12,,,충청남도 천안시 동남구청,,2024-12-10,4490000,충청남도 천안시
2,디큐브시티 도로 펜스 2(우측),서울특별시,구로구,서울특별시 구로구 경인로 661,서울특별시 구로구 신도림동 337,37.50904922,126.8869873,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
3,신도림 동아1차아파트 사거리,서울특별시,구로구,서울특별시 구로구 신도림로 87,서울특별시 구로구 신도림동 643,37.51096038,126.8822391,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
61,신도림동주민센터 앞,서울특별시,구로구,서울특별시 구로구 신도림로 40,서울특별시 구로구 신도림동 390-44,37.50775564,126.8805863,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
106,"신도림동 기적의 도서관, 늘사랑어린이집 앞",서울특별시,구로구,서울특별시 구로구 구로중앙로40길 24,서울특별시 구로구 신도림동 400-6,37.50673513,126.877368,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
29,구로1동 파출소 앞 건널목,서울특별시,구로구,서울특별시 구로구 구일로 52,서울특별시 구로구 구로동 685-218,37.49115732,126.875195,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
88,구로1동주민센터 옆,서울특별시,구로구,서울특별시 구로구 구일로4길 57,서울특별시 구로구 구로동 685-213,37.49304008,126.875735,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
89,구일고등학교 정문 입구,서울특별시,구로구,서울특별시 구로구 구일로 90-51,서울특별시 구로구 구로동 685-194,37.49350529,126.8746185,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
66,고대병원 사거리 우리은행 1(앞쪽),서울특별시,구로구,서울특별시 구로구 가마산로 203,서울특별시 구로구 구로동 426-6,37.49340254,126.8837472,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
6,고대병원 사거리 우리은행 2(옆쪽),서울특별시,구로구,서울특별시 구로구 가마산로 203,서울특별시 구로구 구로동 426-6,37.49340254,126.8837472,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
7,고대병원 사거리 함흥냉면 앞,서울특별시,구로구,서울특별시 구로구 가마산로 204,서울특별시 구로구 구로동 426-167,37.49290273,126.883876,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
8,구로2동자치회관 입구 펜스,서울특별시,구로구,서울특별시 구로구 구로동로49길 4,서울특별시 구로구 구로동 496-16,37.49981532,126.8820688,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
9,구로구청 후문 사랑채움 어린이집 앞,서울특별시,구로구,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,37.49551123,126.8882891,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
10,아름제일병원 앞,서울특별시,구로구,서울특별시 구로구 새말로 94,서울특별시 구로구 구로동 25,37.50547022,126.8904984,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
11,구로역 사거리 광장(좌측),서울특별시,구로구,서울특별시 구로구 경인로 572,서울특별시 구로구 구로동 603-9,37.50330627,126.8810839,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
15,구로역 사거리 SK주유소 앞,서울특별시,구로구,서울특별시 구로구 경인로 558,서울특별시 구로구 구로동 602-6,37.50243573,126.8797605,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
65,구로역 사거리 신한은행 앞,서울특별시,구로구,서울특별시 구로구 경인로 557,서울특별시 구로구 구로동 606-4,37.50310865,126.879063,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
64,구로구청 사거리 5단형 게시대 앞,서울특별시,구로구,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,37.49551123,126.8882891,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
62,구로2동 주민센터1(상단) - 주민센터 전용,서울특별시,구로구,서울특별시 구로구 구로동로 141,서울특별시 구로구 구로동 704-12,37.4913197,126.883333,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
63,구로2동 주민센터2(하단) - 주민센터 전용,서울특별시,구로구,서울특별시 구로구 구로동로 141,서울특별시 구로구 구로동 704-12,37.4913197,126.883333,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
80,CJ 제일제당 앞  횡단보도 우측,서울특별시,구로구,서울특별시 구로구 경인로 518,서울특별시 구로구 구로동 636-1,37.50023921,126.8769102,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
81,CJ 제일제당 앞 횡단보도 좌측,서울특별시,구로구,서울특별시 구로구 경인로 518,서울특별시 구로구 구로동 636-1,37.50023921,126.8769102,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
82,중앙유통단지 라동 앞 횡단보도 좌측,서울특별시,구로구,서울특별시 구로구 경인로53길 15,서울특별시 구로구 구로동 1258,37.5020321,126.8761173,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
83,중앙유통단지 라동 앞 횡단보도 우측,서울특별시,구로구,서울특별시 구로구 경인로53길 15,서울특별시 구로구 구로동 1258,37.5020321,126.8761173,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
18,이화우성아파트 앞 좌측펜스,서울특별시,구로구,서울특별시 구로구 도림로22길 8,서울특별시 구로구 구로동 1260,37.49014861,126.8932544,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
20,이화우성아파트 앞 우측펜스,서울특별시,구로구,서울특별시 구로구 도림로22길 8,서울특별시 구로구 구로동 1260,37.49014861,126.8932544,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
21,구로종합사회복지관건너편,서울특별시,구로구,서울특별시 구로구 디지털로31길 86,서울특별시 구로구 구로동 256-1,37.48666065,126.8913999,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
22,구로3동주민센터 건너편,서울특별시,구로구,서울특별시 구로구 디지털로31길 86,서울특별시 구로구 구로동 256-1,37.48666065,126.8913999,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
23,구로디지털단지 지플러스타워 앞(이전설치),서울특별시,구로구,서울특별시 구로구 디지털로26길 123,서울특별시 구로구 구로동 222-31,37.48308233,126.8976995,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
24,이마트 사거리 김밥천국 앞(이전설치),서울특별시,구로구,서울특별시 구로구 디지털로34길 55,서울특별시 구로구 구로동 811,37.48428564,126.899292,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
67,구로디지털단지역 2번출구 따릉이대여소 앞,서울특별시,구로구,서울특별시 구로구 도림천로 477,서울특별시 구로구 구로동 810-3,37.48531492,126.9014944,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
92,"라라동물병원, 버스정류장(17-931) 사이",서울특별시,구로구,서울특별시 구로구 도림로 72,서울특별시 구로구 구로동 309-2,37.4893323,126.8916695,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
104,한신휴플러스 아파트 202동 앞,서울특별시,구로구,서울특별시 구로구 디지털로31길 120,서울특별시 구로구 구로동 1280,37.48847002,126.890758,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
105,연꽃어린이집 맞은 편,서울특별시,구로구,서울특별시 구로구 디지털로31길 109,서울특별시 구로구 구로동 777-22,37.48734704,126.89033,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
16,구로리공원 건너편,서울특별시,구로구,서울특별시 구로구 구로중앙로 13,서울특별시 구로구 구로동 139-82,37.4904156,126.8915942,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
17,이화우성아파트 건너편 좌측펜스,서울특별시,구로구,서울특별시 구로구 도림로85,서울특별시 구로구 구로동 145-1,37.49044311,126.8926091,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
19,이화우성아파트 건너편 우측펜스,서울특별시,구로구,서울특별시 구로구 도림로 89,서울특별시 구로구 구로동 147-9,37.49078661,126.8930504,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
25,남구로역 2번 출구 전화박스,서울특별시,구로구,서울특별시 구로구 도림로 6,서울특별시 구로구 구로동 801-51,37.4851606,126.886775,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
27,남구로역 사거리 황금부동산 앞,서울특별시,구로구,서울특별시 구로구 구로동로 70,서울특별시 구로구 구로동 805-22,37.48515115,126.8861846,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
85,구로구청 사거리 기업은행 건물 앞,서울특별시,구로구,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,37.49551123,126.8882891,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
4,미래초등학교 맞은편 우성아파트  입구,서울특별시,구로구,서울특별시 구로구 구로중앙로 60,서울특별시 구로구 구로동 98,37.49513179,126.8894096,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
5,신도림 테크노마트 버스승차대 앞,서울특별시,구로구,서울특별시 구로구 새말로 97,서울특별시 구로구 구로동 3-25,37.50704384,126.8902273,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
12,구로역 사거리 광장(중앙),서울특별시,구로구,서울특별시 구로구 경인로 572,서울특별시 구로구 구로동 603-9,37.50330627,126.881048,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
13,구로역 사거리 광장(우측),서울특별시,구로구,서울특별시 구로구 경인로 572,서울특별시 구로구 구로동 603-9,37.50330627,126.881048,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
14,구로역 사거리 국민은행 앞,서울특별시,구로구,서울특별시 구로구 경인로 565,서울특별시 구로구 구로동 604-19,37.50363988,126.879782,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
68,구로5동주민센터(보건소) 출입구 앞,서울특별시,구로구,서울특별시 구로구 구로중앙로28길 66,서울특별시 구로구 구로동 109-4,37.50010311,126.8893378,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
69,구로5동주민센터(보건소) 시민게시판 앞,서울특별시,구로구,서울특별시 구로구 구로중앙로28길 66,서울특별시 구로구 구로동 109-4,37.50010311,126.8893378,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
93,"비즈트위트레드, 메이플라워멤버스 앞",서울특별시,구로구,서울특별시 구로구 가마산로 285,서울특별시 구로구 구로동 104-8,37.49710512,126.8916862,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
94,신구로초등학교 정문 건너편,서울특별시,구로구,서울특별시 구로구 공원로 35,서울특별시 구로구 구로동 108-2,37.500198,126.8905209,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
109,미래초등학교 정문 앞,서울특별시,구로구,서울특별시 구로구 공원로6가길 67,서울특별시 구로구 구로동 23,37.5042442,126.8888386,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
110,신도림 테크노마트 앞 지하철 입구 앞,서울특별시,구로구,서울특별시 구로구 새말로 97,서울특별시 구로구 구로동 3-25,37.50704384,126.890298,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
26,남구로역 5번출구 건너편 구두박스 앞,서울특별시,구로구,서울특별시 구로구 구로동로 33,서울특별시 구로구 가리봉동 25-49,37.48457697,126.886016,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
28,가리봉동 우마길 부근 (횡단보도 옆),서울특별시,구로구,서울특별시 구로구 구로동로 14,서울특별시 구로구 가리봉동 122-15,37.48299623,126.887229,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
84,자동차검사장 앞,서울특별시,구로구,서울특별시 구로구 구로동로 2,서울특별시 구로구 가리봉동 124-38,37.48215178,126.887403,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
30,동양미래대학교 앞 1(좌측),서울특별시,구로구,서울특별시 구로구 경인로 445,서울특별시 구로구 고척동 62-160,37.49999579,126.8681697,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
70,동양미래대학교 앞 2(우측),서울특별시,구로구,서울특별시 구로구 경인로 445,서울특별시 구로구 고척동 62-160,37.49999579,126.8681697,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
31,고척 돔구장 1(좌측),서울특별시,구로구,서울특별시 구로구 경인로 430,서울특별시 구로구 고척동 63-6,37.49821257,126.8670887,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
32,고척 돔구장 2(중앙),서울특별시,구로구,서울특별시 구로구 경인로 430,서울특별시 구로구 고척동 63-6,37.49821257,126.8670887,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
33,고척돔구장 3(우측),서울특별시,구로구,서울특별시 구로구 경인로 430,서울특별시 구로구 고척동 63-6,37.49821257,126.8670887,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
34,구로소방서(경인로) 고산초 앞,서울특별시,구로구,서울특별시 구로구 중앙로 6,서울특별시 구로구 고척동 76-10,37.49897255,126.8647727,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
35,구로소방서(경인로) 라떼떼커피 앞,서울특별시,구로구,서울특별시 구로구 경인로 403,서울특별시 구로구 고척동 76-38,37.49795843,126.8643477,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
36,고척1동주민센터 입구 삼거리 펜스,서울특별시,구로구,서울특별시 구로구 중앙로 32,서울특별시 구로구 고척동 52-346,37.50076828,126.863826,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
37,한마을아파트 건너편 좌측 펜스,서울특별시,구로구,서울특별시 구로구 경인로 379,서울특별시 구로구 고척동 72-29,37.49679406,126.862345,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
38,한마을아파트 건너편 우측 펜스,서울특별시,구로구,서울특별시 구로구 경인로 379,서울특별시 구로구 고척동 72-29,37.49679406,126.862345,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
95,"고척동 동아한신아파트 정문, 버스정류장(17-747) 사이",서울특별시,구로구,서울특별시 구로구 고척동 79-8,서울특별시 구로구 고척동 79-8,37.50051525,126.8644959,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
96,고척아이파크 앞 고척초등학교 버스정류장(17-501) 옆,서울특별시,구로구,서울특별시 구로구 경인로43길 49,서울특별시 구로구 고척동 351,37.49832677,126.8595211,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
74,고척파크푸르지오(아) 정문앞,서울특별시,구로구,서울특별시 구로구 중앙로 121,서울특별시 구로구 고척동 339,37.50887105,126.8579863,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
75,덕의근린공원 앞(덕의초등학교 건너편),서울특별시,구로구,서울특별시 구로구 고척로 213,서울특별시 구로구 고척동 217,37.50602797,126.857346,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
76,고척벽산베스트블루밍(아)101동 앞,서울특별시,구로구,서울특별시 구로구 고척로60길 30,서울특별시 구로구 고척동 342,37.50514966,126.8587666,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
77,고척교회 옆 횡단보도 펜스,서울특별시,구로구,서울특별시 구로구 중앙로 79,서울특별시 구로구 고척동 172-6,37.50444398,126.8608834,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
39,영화아파트 정문 방면,서울특별시,구로구,서울특별시 구로구 경인로40길 11,서울특별시 구로구 개봉동 475,37.49605678,126.8594226,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
40,영화아파트 앞 개봉역 입구(좌측),서울특별시,구로구,서울특별시 구로구 경인로40길 11,서울특별시 구로구 개봉동 475,37.49605678,126.8594226,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
107,영화아파트 앞 개봉역 입구(우측),서울특별시,구로구,서울특별시 구로구 경인로40길 11,서울특별시 구로구 개봉동 475,37.49605678,126.8594226,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
41,개봉사거리 신한은행 앞,서울특별시,구로구,서울특별시 구로구 경인로 323,서울특별시 구로구 개봉동 157-13,37.49764781,126.8561622,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
42,개봉사거리 경서농협 앞,서울특별시,구로구,서울특별시 구로구 경인로 313,서울특별시 구로구 개봉동 146-24,37.49749954,126.8551588,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
43,개봉역 1번출구 남측광장 입구 정면,서울특별시,구로구,서울특별시 구로구 남부순환로97길 3,서울특별시 구로구 개봉동 203-7,37.49399577,126.8582551,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
44,개봉역 1번출구 남측광장 입구 측면,서울특별시,구로구,서울특별시 구로구 남부순환로97길 3,서울특별시 구로구 개봉동 203-7,37.49399577,126.8582551,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
45,개봉2동주민센터 건너편 비타민치과 앞(우측),서울특별시,구로구,서울특별시 구로구 개봉로 63,서울특별시 구로구 개봉동 403-53,37.49138218,126.8556895,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
87,개봉2동주민센터 건너편 비타민치과 앞(좌측),서울특별시,구로구,서울특별시 구로구 개봉로 63,서울특별시 구로구 개봉동 403-53,37.49138218,126.8556895,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
71,개봉로 다사랑한의원 앞,서울특별시,구로구,서울특별시 구로구 개봉로 67,서울특별시 구로구 개봉동 403-51,37.49174378,126.8556384,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
86,현대홈타운 203동 앞 담장,서울특별시,구로구,서울특별시 구로구 개봉로20길 158,서울특별시 구로구 개봉동 480,37.49204228,126.8607374,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
46,개봉로 국민은행 앞,서울특별시,구로구,서울특별시 구로구 개봉로 10,서울특별시 구로구 개봉동 403-196,37.48662187,126.8567122,620x70,1,,행정용,서울특별시 구로구청,02-860-2973,2024-12-24,3160000,서울특별시 구로구
의창구 ⓓ-11,도계광장(우),경상남도,창원시,,경상남도 창원시 의창구 소답동 169,35.26172475,128.6306281,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-12,창원역방향사화로입구삼거리,경상남도,창원시,,경상남도 창원시 의창구 동정동 708-180,35.25809162,128.6082151,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-14,용원교차로 (홈플러스앞 우),경상남도,창원시,,경상남도 창원시 의창구 도계동 256-1,35.25496181,128.6360149,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-15,도계중학교 사거리,경상남도,창원시,,경상남도 창원시 의창구 명서동 503,35.2357772,128.6460949,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-16,대동다숲 사거리(우),경상남도,창원시,,경상남도 창원시 의창구 서상동 648-1,35.26092479,128.6182034,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-17,신설시외버스터미널방향,경상남도,창원시,,경상남도 창원시 의창구 팔용동 528-4,35.23735011,128.6366325,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-18,봉곡시장내게시대(2면만),경상남도,창원시,,경상남도 창원시 의창구 봉곡동 138-1,35.24729518,128.6706944,,5,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-20,명곡광장로터리,경상남도,창원시,,경상남도 창원시 의창구 봉곡동 512,35.24193523,128.6510705,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-21,도계광장(좌),경상남도,창원시,,경상남도 창원시 의창구 소답동 169,35.26172475,128.6306281,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-22,더큰병원 맞은편,경상남도,창원시,,경상남도 창원시 의창구 명서동 501,35.24016152,128.6495721,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓓ-23,파티마병원 삼거리,경상남도,창원시,,경상남도 창원시 의창구 명서동 503,35.2357772,128.6460949,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓔ-2,북면 동전사거리,경상남도,창원시,,경상남도 창원시 의창구 북면 화천리 914-1,35.31740414,128.6041482,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓔ-3,북면 무량사 삼거리,경상남도,창원시,,경상남도 창원시 의창구 북면 무곡리 71-6,35.33097292,128.6007518,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓔ-4,북면 신촌저수지 입구,경상남도,창원시,,경상남도 창원시 의창구 북면 신촌리 1352-6,35.34578248,128.607505,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
의창구 ⓔ-10,북창원 IC,경상남도,창원시,,경상남도 창원시 의창구 북면 외감리 282-4,35.2957837,128.604493,,6,,,경상남도 창원시청,,2025-08-19,5670000,경상남도 창원시
